"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"0603WAD9091T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.09k","0.5%","±100ppm/℃","","","LCSC","C423013","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-0603WAD9091T5E_C423013.pdf"
"FRC0603F9091TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.09k","1%","±100ppm/℃","","","LCSC","C2930134","Datasheet","https://datasheet.lcsc.com/lcsc/2308241009_FOJAN-FRC0603F9091TS_C2930134.pdf"
"MCT06030C9091FP500","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","9.09k","1%","±50ppm/℃","","","LCSC","C2082879","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-MCT06030C9091FP500_C2082879.pdf"
"TC0525B9091T5G","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.09k","0.1%","±25ppm/℃","","","LCSC","C2989040","Datasheet","https://datasheet.lcsc.com/lcsc/2207251801_UNI-ROYAL-Uniroyal-Elec-TC0525B9091T5G_C2989040.pdf"
"FRC0805F9091TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.09k","1%","±100ppm/℃","","","LCSC","C2930209","Datasheet","https://datasheet.lcsc.com/lcsc/2308241009_FOJAN-FRC0805F9091TS_C2930209.pdf"
"RK73H2ATTD9091F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","9.09k","1%","±100ppm/℃","","","LCSC","C723913","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H2ATTD9091F_C723913.pdf"
"RC1206FR-079K09L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.09k","1%","±100ppm/℃","","","LCSC","C488999","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005291532_YAGEO-RC1206FR-079K09L_C488999.pdf"
"RT0402BRD079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.1k","0.1%","±25ppm/℃","","","LCSC","C852967","Datasheet","https://datasheet.lcsc.com/lcsc/2204261415_YAGEO-RT0402BRD079K1L_C852967.pdf"
"RT0402DRE079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.1k","0.5%","±50ppm/℃","","","LCSC","C326906","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811151649_YAGEO-RT0402DRE079K1L_C326906.pdf"
"0402WGF9101TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.1k","1%","±100ppm/℃","","","LCSC","C25926","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF9101TCE_C25926.pdf"
"ERA2AEB912X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.1k","0.1%","±25ppm/℃","","","LCSC","C543607","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_PANASONIC-ERA2AEB912X_C543607.pdf"
"CR0402F9K10Q10Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.1k","1%","±100ppm/℃","","","LCSC","C881049","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR0402F9K10Q10Z_C881049.pdf"
"RK73H1ETTP9101D","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","9.1k","0.5%","±100ppm/℃","","","LCSC","C830270","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H1ETTP9101D_C830270.pdf"
"RT0603BRD079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.1k","0.1%","±25ppm/℃","","","LCSC","C861612","Datasheet","https://datasheet.lcsc.com/lcsc/2201041830_YAGEO-RT0603BRD079K1L_C861612.pdf"
"RT0603DRD079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.1k","0.5%","±25ppm/℃","","","LCSC","C706014","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008171235_YAGEO-RT0603DRD079K1L_C706014.pdf"
"0603WAF9101T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.1k","1%","±100ppm/℃","","","LCSC","C23260","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-0603WAF9101T5E_C23260.pdf"
"TC0350F9101T5H","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","166.7","9.1k","1%","±50ppm/℃","","","LCSC","C517737","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_UNI-ROYAL-Uniroyal-Elec-TC0350F9101T5H_C517737.pdf"
"AR05FTC9101","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","9.1k","1%","±25ppm/℃","","","LCSC","C235159","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR05FTC9101_C235159.pdf"
"ERA6AEB912V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.1k","0.1%","±25ppm/℃","","","LCSC","C473298","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_PANASONIC-ERA6AEB912V_C473298.pdf"
"ARG05DTC9101","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.1k","0.5%","±25ppm/℃","","","LCSC","C2689490","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG05DTC9101_C2689490.pdf"
"0805W8F9101T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.1k","1%","±100ppm/℃","","","LCSC","C17855","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F9101T5E_C17855.pdf"
"RK73H2ATTD9101F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","9.1k","1%","±100ppm/℃","","","LCSC","C317276","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H2ATTD9101F_C317276.pdf"
"RT1206BRD079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.1k","0.1%","±25ppm/℃","","","LCSC","C706423","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009291437_YAGEO-RT1206BRD079K1L_C706423.pdf"
"RT1206DRE079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.1k","0.5%","±50ppm/℃","","","LCSC","C706447","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010201906_YAGEO-RT1206DRE079K1L_C706447.pdf"
"FRC1206F9101TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.1k","1%","±100ppm/℃","","","LCSC","C2933766","Datasheet","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1206F9101TS_C2933766.pdf"
"AECR1210F9K10K9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","330","9.1k","1%","±100ppm/℃","","","LCSC","C351876","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141055_RESI-AECR1210F9K10K9_C351876.pdf"
"AC1210FR-079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","9.1k","1%","±100ppm/℃","","","LCSC","C230379","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-079K1L_C230379.pdf"
"CQ1007F9101T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","9.1k","1%","±100ppm/℃","","","LCSC","C966249","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-CQ1007F9101T4E_C966249.pdf"
"AC2512FK-079K1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","9.1k","1%","±100ppm/℃","","","LCSC","C728260","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC2512FK-079K1L_C728260.pdf"
"PTFR0402B9K31N9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","60","9.31k","0.1%","±10ppm/℃","","","LCSC","C2692924","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280130_RESI-PTFR0402B9K31N9_C2692924.pdf"
"RC0402FR-079K31L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.31k","1%","±100ppm/℃","","","LCSC","C327319","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141234_YAGEO-RC0402FR-079K31L_C327319.pdf"
"CR0402F9K31Q10Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.31k","1%","±100ppm/℃","","","LCSC","C881302","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR0402F9K31Q10Z_C881302.pdf"
"RK73H1ETTP9311F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","9.31k","1%","±100ppm/℃","","","LCSC","C830272","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H1ETTP9311F_C830272.pdf"
"RT0603BRD079K31L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.31k","0.1%","±25ppm/℃","","","LCSC","C861613","Datasheet","https://datasheet.lcsc.com/lcsc/2203300930_YAGEO-RT0603BRD079K31L_C861613.pdf"
"AC0603DR-079K31L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.31k","0.5%","±100ppm/℃","","","LCSC","C227537","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC0603DR-079K31L_C227537.pdf"
"FRC0603F9311TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.31k","1%","±100ppm/℃","","","LCSC","C2930135","Datasheet","https://datasheet.lcsc.com/lcsc/2308241009_FOJAN-FRC0603F9311TS_C2930135.pdf"
"RT0805BRD079K31L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.31k","0.1%","±25ppm/℃","","","LCSC","C865720","Datasheet","https://datasheet.lcsc.com/lcsc/2210182130_YAGEO-RT0805BRD079K31L_C865720.pdf"
"0805W8D9311T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.31k","0.5%","±100ppm/℃","","","LCSC","C422811","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-0805W8D9311T5E_C422811.pdf"
"FRC0805F9311TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.31k","1%","±100ppm/℃","","","LCSC","C2960841","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F9311TS_C2960841.pdf"
"WR12X9311FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.31k","1%","±100ppm/℃","","","LCSC","C368323","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-WR12X9311FTL_C368323.pdf"
"25121WF9311T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","9.31k","1%","±100ppm/℃","","","LCSC","C419759","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-25121WF9311T4E_C419759.pdf"
"RT0402BRD079K42L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.42k","0.1%","±25ppm/℃","","","LCSC","C852970","Datasheet","https://datasheet.lcsc.com/lcsc/2210181700_YAGEO-RT0402BRD079K42L_C852970.pdf"
"PTFR0402B9K53N9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","60","9.53k","0.1%","±10ppm/℃","","","LCSC","C2692922","Datasheet","https://datasheet.lcsc.com/lcsc/2310201550_RESI-PTFR0402B9K53N9_C2692922.pdf"
"0402WGF9531TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.53k","1%","±100ppm/℃","","","LCSC","C96273","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205312316_UNI-ROYAL-Uniroyal-Elec-0402WGF9531TCE_C96273.pdf"
"ERJ2RKF9531X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","9.53k","1%","±100ppm/℃","","","LCSC","C409938","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF9531X_C409938.pdf"
"AR03FTC9531","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","9.53k","1%","±25ppm/℃","","","LCSC","C234694","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC9531_C234694.pdf"
"RT0603BRD079K53L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.53k","0.1%","±25ppm/℃","","","LCSC","C705800","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292104_YAGEO-RT0603BRD079K53L_C705800.pdf"
"RT0603DRD079K53L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.53k","0.5%","±25ppm/℃","","","LCSC","C706015","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010281137_YAGEO-RT0603DRD079K53L_C706015.pdf"
"0603WAF9531T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.53k","1%","±100ppm/℃","","","LCSC","C23127","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF9531T5E_C23127.pdf"
"AR05FTC9531","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","9.53k","1%","±25ppm/℃","","","LCSC","C235160","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR05FTC9531_C235160.pdf"
"ARG05BTC9531","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.53k","0.1%","±25ppm/℃","","","LCSC","C2686449","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG05BTC9531_C2686449.pdf"
"FRC0805F9531TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.53k","1%","±100ppm/℃","","","LCSC","C2960720","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F9531TS_C2960720.pdf"
"PTFR0805B9K53P9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","130","9.53k","0.1%","±25ppm/℃","","","LCSC","C2849397","Datasheet","https://datasheet.lcsc.com/lcsc/2307071638_RESI-PTFR0805B9K53P9_C2849397.pdf"
"RK73H2ATTD9531F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","9.53k","1%","±100ppm/℃","","","LCSC","C782218","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009101907_KOA-Speer-Elec-RK73H2ATTD9531F_C782218.pdf"
"RT1206BRD079K53L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.53k","0.1%","±25ppm/℃","","","LCSC","C870955","Datasheet","https://datasheet.lcsc.com/lcsc/2210181930_YAGEO-RT1206BRD079K53L_C870955.pdf"
"1206W4F9531T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.53k","1%","±100ppm/℃","","","LCSC","C63503","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205312345_UNI-ROYAL-Uniroyal-Elec-1206W4F9531T5E_C63503.pdf"
"RPG-06K9531FT","FH (Guangdong Fenghua Advanced Tech)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","9.53k","1%","±100ppm/℃","","","LCSC","C2961471","Datasheet","https://datasheet.lcsc.com/lcsc/2202090930_FH--Guangdong-Fenghua-Advanced-Tech-RPG-06K9531FT_C2961471.pdf"
"AC1210FR-079K53L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","9.53k","1%","±100ppm/℃","","","LCSC","C230380","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-079K53L_C230380.pdf"
"0805W8F9621T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.62k","1%","±100ppm/℃","","","LCSC","C422695","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-0805W8F9621T5E_C422695.pdf"
"RT0402BRD079K65L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.65k","0.1%","±25ppm/℃","","","LCSC","C5197527","Datasheet","https://datasheet.lcsc.com/lcsc/2210271530_YAGEO-RT0402BRD079K65L_C5197527.pdf"
"ARG02BTC9761","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.76k","0.1%","±25ppm/℃","","","LCSC","C2686425","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG02BTC9761_C2686425.pdf"
"FRC0402F9761TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.76k","1%","±100ppm/℃","","","LCSC","C2998101","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0402F9761TS_C2998101.pdf"
"RT0402BRD079K76L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.76k","0.1%","±25ppm/℃","","","LCSC","C852972","Datasheet","https://datasheet.lcsc.com/lcsc/2301031730_YAGEO-RT0402BRD079K76L_C852972.pdf"
"AR03FTC9761","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","9.76k","1%","±25ppm/℃","","","LCSC","C234695","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC9761_C234695.pdf"
"RT0603BRE079K76L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.76k","0.1%","±50ppm/℃","","","LCSC","C862330","Datasheet","https://datasheet.lcsc.com/lcsc/2210182330_YAGEO-RT0603BRE079K76L_C862330.pdf"
"0603WAD9761T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.76k","0.5%","±100ppm/℃","","","LCSC","C423009","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-0603WAD9761T5E_C423009.pdf"
"FRC0603F9761TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.76k","1%","±100ppm/℃","","","LCSC","C2933269","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0603F9761TS_C2933269.pdf"
"AR05FTC9761","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","9.76k","1%","±25ppm/℃","","","LCSC","C235161","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR05FTC9761_C235161.pdf"
"FRC0805F9761TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9.76k","1%","±100ppm/℃","","","LCSC","C2933512","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F9761TS_C2933512.pdf"
"RTT069761FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9.76k","1%","±100ppm/℃","","","LCSC","C159445","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT069761FTP_C159445.pdf"
"TC0650F9761T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","9.76k","1%","±50ppm/℃","","","LCSC","C425525","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_UNI-ROYAL-Uniroyal-Elec-TC0650F9761T5E_C425525.pdf"
"RT0402DRD079K88L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.88k","0.5%","±25ppm/℃","","","LCSC","C853755","Datasheet","https://datasheet.lcsc.com/lcsc/2210190330_YAGEO-RT0402DRD079K88L_C853755.pdf"
"TNPW08059K88BEEN","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","200","9.88k","0.1%","±25ppm/℃","","","LCSC","C2093723","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Vishay-Intertech-TNPW08059K88BEEN_C2093723.pdf"
