"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Z @ 100 MHz","DCR (mOhms)","Current Rating (mA)","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"MMZ2012S301AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","200","600","","","LCSC","C275470","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ2012S301AT000_C275470.pdf"
"MMZ2012Y301BT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","150","600","","","LCSC","C275473","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811070931_TDK-MMZ2012Y301BT000_C275473.pdf"
"SZ2012G601TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","450","600","","","LCSC","C98283","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ2012G601TF_C98283.pdf"
"SZ2012K601TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","350","600","","","LCSC","C316335","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ2012K601TF_C316335.pdf"
"BLM21AG102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","280","600","","","LCSC","C85835","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG102SN1D_C85835.pdf"
"FCM2012CF-300T07","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","200","700","","","LCSC","C155070","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171306_TAI-TECH-FCM2012CF-300T07_C155070.pdf"
"BLM21BB750SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","75","160","700","","","LCSC","C710503","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-BLM21BB750SN1D_C710503.pdf"
"FCM2012KF-301T07","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","300","700","","","LCSC","C155084","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012KF-301T07_C155084.pdf"
"BLM21AG471SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","470","190","700","","","LCSC","C397304","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21AG471SN1D_C397304.pdf"
"BLM21AG601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","210","700","","","LCSC","C85837","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG601SN1D_C85837.pdf"
"FCM2012KF-221T07","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","300","750","","","LCSC","C155081","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012KF-221T07_C155081.pdf"
"BLM21BB600SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","130","800","","","LCSC","C118443","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21BB600SN1D_C118443.pdf"
"CMBM2012G600JSP","Cybermax","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","200","800","","","LCSC","C404986","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Cybermax-CMBM2012G600JSP_C404986.pdf"
"MMZ2012S800AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","80","100","800","","","LCSC","C275471","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ2012S800AT000_C275471.pdf"
"FCM2012KF-101T08","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","200","800","","","LCSC","C304250","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171410_TAI-TECH-FCM2012KF-101T08_C304250.pdf"
"GBK201209T-121Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","150","800","","","LCSC","C285922","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-GBK201209T-121Y-N_C285922.pdf"
"FCM2012KF-121T08","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","200","800","","","LCSC","C155078","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012KF-121T08_C155078.pdf"
"CMBM2012G121JSP","Cybermax","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","220","800","","","LCSC","C404987","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Cybermax-CMBM2012G121JSP_C404987.pdf"
"MMZ2012R121AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","120","800","","","LCSC","C275463","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ2012R121AT000_C275463.pdf"
"MU2029-151Y","BOURNS","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","150","200","800","","","LCSC","C139474","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_BOURNS-MU2029-151Y_C139474.pdf"
"BLM21AG331SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","330","160","800","","","LCSC","C88992","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG331SN1D_C88992.pdf"
"PZ2012D471-R80TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","470","250","800","","","LCSC","C316419","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012D471-R80TF_C316419.pdf"
"PZ2012U601-R80TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","250","800","","","LCSC","C279926","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012U601-R80TF_C279926.pdf"
"CBW201209U801T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","800","400","800","","","LCSC","C394493","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U801T_C394493.pdf"
"CBW201209U102T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","400","800","","","LCSC","C44838","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U102T_C44838.pdf"
"CBG201209U050T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","5","80","900","","","LCSC","C79505","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U050T_C79505.pdf"
"MLB2012F-100T","Meled","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","10","100","900","","","LCSC","C2844576","Datasheet","https://datasheet.lcsc.com/lcsc/2306021143_MetalLions-MLB2012F-100T_C2844576.pdf"
"FCM2012KF-110T09","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","11","100","900","","","LCSC","C155077","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012KF-110T09_C155077.pdf"
"MLB2012F-220T","Meled","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","22","100","900","","","LCSC","C2844578","Datasheet","https://datasheet.lcsc.com/lcsc/2306021143_MetalLions-MLB2012F-220T_C2844578.pdf"
"CBG201209U310T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","31","100","900","","","LCSC","C74482","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U310T_C74482.pdf"
"CBG201209U500T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","50","150","900","","","LCSC","C668236","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U500T_C668236.pdf"
"CBG201209U600T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","150","900","","","LCSC","C87505","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U600T_C87505.pdf"
"BLM21AG221SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","130","900","","","LCSC","C88991","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG221SN1D_C88991.pdf"
"BLM21AG221SZ1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","120","900","","","LCSC","C710501","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-BLM21AG221SZ1D_C710501.pdf"
"BLM21BB050SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","5","20","1000","","","LCSC","C113035","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21BB050SN1D_C113035.pdf"
"CMBM2012G300LSP","Cybermax","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","100","1000","","","LCSC","C404985","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Cybermax-CMBM2012G300LSP_C404985.pdf"
"MMZ2012R600AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","100","1000","","","LCSC","C275466","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ2012R600AT000_C275466.pdf"
"MGGB2012M600HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","50","1000","","","LCSC","C281169","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M600HT-LF_C281169.pdf"
"MGGB2012M700HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","70","80","1000","","","LCSC","C281171","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M700HT-LF_C281171.pdf"
"GZ2012U700TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","70","100","1000","","","LCSC","C361537","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012U700TF_C361537.pdf"
"GZ2012D800TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","80","100","1000","","","LCSC","C316425","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D800TF_C316425.pdf"
"HCB2012KF-101T10","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","100","1000","","","LCSC","C127287","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171134_TAI-TECH-HCB2012KF-101T10_C127287.pdf"
"BLM21AG121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","100","1000","","","LCSC","C88990","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG121SN1D_C88990.pdf"
"BLM21AG121BH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","90","1000","","","LCSC","C710397","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-BLM21AG121BH1D_C710397.pdf"
"BLM21AG151SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","150","100","1000","","","LCSC","C85836","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21AG151SN1D_C85836.pdf"
"MH2029-601Y","BOURNS","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","200","1000","","","LCSC","C840592","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302333_BOURNS-MH2029-601Y_C840592.pdf"
"HCB2012KF-102T10","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","200","1000","","","LCSC","C356985","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171138_TAI-TECH-HCB2012KF-102T10_C356985.pdf"
"CMBH2012S102LSP","Cybermax","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","120","1000","","","LCSC","C405010","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Cybermax-CMBH2012S102LSP_C405010.pdf"
"ACMS201209A1021A","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","300","1000","","","LCSC","C963879","Datasheet","https://datasheet.lcsc.com/lcsc/2201131330_HYHONGYEX-ACMS201209A1021A_C963879.pdf"
"MGLB2012M601T1R2-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","250","1200","","","LCSC","C281220","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121238_microgate-MGLB2012M601T1R2-LF_C281220.pdf"
"MGGB2012M260HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","26","50","1500","","","LCSC","C281164","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M260HT-LF_C281164.pdf"
"GZ2012D300TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","50","1500","","","LCSC","C79864","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D300TF_C79864.pdf"
"MGGB2012M310HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","31","50","1500","","","LCSC","C281166","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M310HT-LF_C281166.pdf"
"PZ2012D221-1R5TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","80","1500","","","LCSC","C61011","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012D221-1R5TF_C61011.pdf"
"742792022","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","50","1500","","","LCSC","C2661452","Datasheet","https://datasheet.lcsc.com/lcsc/2106071807_Wurth-Elektronik-742792022_C2661452.pdf"
"PZ2012D301-1R5TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","120","1500","","","LCSC","C61012","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012D301-1R5TF_C61012.pdf"
"PZ2012U301-1R5TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","100","1500","","","LCSC","C98291","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012U301-1R5TF_C98291.pdf"
"MGLB2012M301T1R5-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","200","1500","","","LCSC","C281217","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121238_microgate-MGLB2012M301T1R5-LF_C281217.pdf"
"BLM21PG331SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","330","70","1500","","","LCSC","C74764","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21PG331SN1D_C74764.pdf"
"CBW201209U601T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","250","1500","","","LCSC","C21286","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U601T_C21286.pdf"
"74279204","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","350","1500","","","LCSC","C2661772","Datasheet","https://datasheet.lcsc.com/lcsc/2106071736_Wurth-Elektronik-74279204_C2661772.pdf"
"MPZ2012S102AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","150","1500","","","LCSC","C76817","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MPZ2012S102AT000_C76817.pdf"
"UPZ2012E102-1R5TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","120","1500","","","LCSC","C98309","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301642_Sunlord-UPZ2012E102-1R5TF_C98309.pdf"
"742792015","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","56","300","1800","","","LCSC","C2661855","Datasheet","https://datasheet.lcsc.com/lcsc/2106071736_Wurth-Elektronik-742792015_C2661855.pdf"
"FBMH2012HM331-TV","Taiyo Yuden","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","330","80","1800","","","LCSC","C515370","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Taiyo-Yuden-FBMH2012HM331-TV_C515370.pdf"
"GZ2012D070TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","7","40","2000","","","LCSC","C33139","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D070TF_C33139.pdf"
"MGGB2012M110HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","11","50","2000","","","LCSC","C281156","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M110HT-LF_C281156.pdf"
"GZ2012U170TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","17","40","2000","","","LCSC","C361535","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012U170TF_C361535.pdf"
"CBW201209U121T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","100","2000","","","LCSC","C139186","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U121T_C139186.pdf"
"CBW201209U151T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","150","100","2000","","","LCSC","C69517","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010303_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U151T_C69517.pdf"
"MGLB2012M181T2R0-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","180","150","2000","","","LCSC","C281215","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121238_microgate-MGLB2012M181T2R0-LF_C281215.pdf"
"HCB2012KF-181T20","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","180","100","2000","","","LCSC","C356992","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171138_TAI-TECH-HCB2012KF-181T20_C356992.pdf"
"CBW201209U201T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","200","150","2000","","","LCSC","C424242","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U201T_C424242.pdf"
"PZ2012U221-2R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","70","2000","","","LCSC","C44361","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012U221-2R0TF_C44361.pdf"
